Name,Rating,Review Title,Review Date,Review Content
Marie Marks,5.0 out of 5 stars,Really easy to install,Reviewed in the United Kingdom on 19 February 2021,"This was so easy to install and works brilliantly. It has updated our Sony Bravia completely. We can now watch Amazon prime, Netflix and all the catch up channels on this TV - which we couldn't before. It's a neat little remote control and is intuitive to use. Can't fault it - wish we'd done it ages ago. We don't have Alexa so I haven't scored that."
D. M,5.0 out of 5 stars,Even I could set this up,Reviewed in the United Kingdom on 21 January 2021,Easy to set up . Made me think why did I not buy this earlier . Attached to an older Sony tv in spare room giving them YouTube Netflix BBC iPlayer etc which I never thought would be possible so doesn't have to be a super up to date tv as long as it has a HDMI connection on the tv
kate,5.0 out of 5 stars,Fine,Reviewed in the United Kingdom on 2 January 2021,"I bought this for myself and my son as we only every watch Netflix, BBC iPlayer or Amazon. It works absolutely fine, the remote is fine, the only downfall is that the sound sometimes doesn't work so I have to plug it in and out but I'm unsure if that's down to the stick or my TV."
Amazon Customer,4.0 out of 5 stars,Like it but can't get surround sound to work,Reviewed in the United Kingdom on 13 January 2021,"I like this new stick. It is responsive and easy to use. However, I can't get the surround sound to work with my soundbar. Only stereo works. Tried all the sound settings. I get Dolby 5.1 from my BT box working fine  when connected to the HDMI port on the soundbar or via ARC from the TV but just can't get this to work from the Fire Stick with the same connection. I see there are a few other reviewers with the same problem. I hope they look at this and fix what looks like a compatibility issue."
Charlie woo,3.0 out of 5 stars,Voices out of sync,Reviewed in the United Kingdom on 25 January 2021,Can't watch certain apps as the voices are out of sync especially on Disney plus app went through all trouble shooting customer service was really helpful and sent me a new one and the new one is the same voices out of sync so can't watch it disappointing as I have a old version of firestick and had no problems
(Connor) BIG MAN SHOUT,5.0 out of 5 stars,It is worth the purchase,Reviewed in the United Kingdom on 1 January 2021,"I have recently purchased this for my niece and here are the pros and cons I have found with this product.Pros) I like the new set up, it was a bit confusing at the start due to the old set up but got very easy to understand.Cons) Its £30 with no volume controls but last year I bought a fire tv stick with volume controls for only £30 and is now £39.99!"
Mark,5.0 out of 5 stars,Turned my old led monitor into smart tv :),Reviewed in the United Kingdom on 4 November 2020,"Flawless installation, apps downloading and syncing with my Amazon account. I can watch now on my 9 yr old monitor YouTube, Netflix, prime movies, music, bbc, itv, etc. It's quick and responsive, no lags. My monitor is only 1080p so don't need 4k. Picture quality is great. Very happy. Highly recommend."
Deryck G,5.0 out of 5 stars,Aging set feels like new,Reviewed in the United Kingdom on 3 December 2020,Arrived quickly and easy to install although I have not linked Alexa as she is working downstairs and TV stick upstairs at the back of house. It has bred new life into an aging TV with clear picture and a good range of apps.
ajsr39,5.0 out of 5 stars,"Great value, all stresming apps in one location",Reviewed in the United Kingdom on 2 January 2021,"Love everything about this firestick. Was bought as a gift and I love it. So easy to use. Only downside is the amount you have to pay for on prime. However, good stick for other apps which are quick to manoeuvre with non-buffering streams. I have borrowed a friends firestick with the tv controls and can say I see no difference therefore this is a very good value for money."
Amazon Customer,4.0 out of 5 stars,"Good, but prefer the old home screen",Reviewed in the United Kingdom on 6 January 2021,"Bought for my mum as a gift after she saw ours and wanted one. This is a newer version than the one we have but just as easy to use, although I do prefer the older interface and home screen. We had a few problems with the remote, probably a dodgy battery connection but seems to be working fine now we've fiddled with it a bit."
Mujib,1.0 out of 5 stars,"FAILTY AMAZON FIRE STICK, NEED REPLACEMENT PLEASE.",Reviewed in the United Kingdom on 25 April 2021,"Quick delivery which i was happy about, but once i put everything together and plugged it into my tv it just does not CONNECT. i've done EVERYthing, tried to troubleshoot, i followed instruction from Amazon support team, followed instruction manual book, reset the device, used all adapters and mixed around with set up of wiring, reset internet connection, used wifi and ethernet cable, nothing seems to work. I even tried on another tv and i get know where. It must be a FAULTY STICK. please send another AMAZON. i have spent hours trying to connect and not even passing 1st stage on connecting to internet via wifi nor cable, even tried using WPS button. Please send another, very disappointed and frustrated."
paul wheeldon,5.0 out of 5 stars,Easy to setup and use,Reviewed in the United Kingdom on 28 January 2021,I already had one Firestick in the back of my TV so I got my self another for my projector as my projector native hd.. so got Firestick TV lite so I did not have to keep borrowing the one from the TV. When it came it was easy to setup and use. Me personally I like the Firestick.
david cadwallader,5.0 out of 5 stars,Great piece of kit,Reviewed in the United Kingdom on 30 March 2021,"I don't have a smart television at the moment,so bought the fire stick to extend my viewing options,and WOW what a difference it can make i should have bought one years ago,to anyone who doesn't have a smart television and would like extra viewing options they should purchase one."
Barbara D,1.0 out of 5 stars,There is no way of controlling the volume using this device.,Reviewed in the United Kingdom on 14 January 2021,"I had thought that we would be able to use the volume controls on the tv remote control to manage the volume but this is not the case. When we tried out the fire stick we found that whilst the volume for speech was tolerable [and we are slightly deaf] the volume level of introductory and background music was far too loud, excruciatingly so! I would not recommend buying this device and feel we have wasted our money.Also, when setting up the device, we were given choices of apps. Once these choices are made there does not appear to be any way of altering or adding to them."
Anon,5.0 out of 5 stars,Seems to work fine ok so far,Reviewed in the United Kingdom on 25 February 2021,"Seems to work so far..... Got this due to our TV no longer being able to receive iPlayer (and couldn't get 4OD or ITVHub !). Works fine on all terrestrial channels I mentioned and more. I only use it for the normal free channels.  Just in case you're not aware when setting this up, to use your remote to switch to the 'HTMI' option as that's where you go through the wizard instructions to set it up. May sound obvious but I just thought things popped up on your screen and didn't realise :-)"
Scott O'Leary,5.0 out of 5 stars,"Easy use, great addition to my home entertainment options. Thanks.",Reviewed in the United Kingdom on 1 February 2021,"The Fire stick itself was a Christmas present (I was already an Amazon Prime user for ordering things but scarcely used Amazon TV/Video until I got the Fire stick) Pretty straightforward to use, great addition to my home entertainment options, nothing to say against it so far."
Susan Osgathorp,5.0 out of 5 stars,New Firestick works really well,Reviewed in the United Kingdom on 9 February 2021,"My old Firestick seemed to having problems connecting to iPlayer etc, and frequently stopped. But this new Firestick was very easy to install and works quickly and efficiently. The addition of the Alexa voice recognition feature is a real bonus, as it saves a lot of time trying to remember when and where a programme that we want to watch is to be found!"
R. Read,4.0 out of 5 stars,Fire TV stick for bedroom,Reviewed in the United Kingdom on 11 January 2021,This was purchased for me as a very welcome Christmas present.  I stopped using the 'Big' tv service providers as it was costing sooooo much for what I could get for nothing (Freestat).  This is the same item as I have in my lounge tv except that one has volume control as well.  It is great for getting extra bits on the tv for my grandchildren.
Anne G,5.0 out of 5 stars,Why didn't I buy it sooner?,Reviewed in the United Kingdom on 11 January 2021,"This is a very good add on and has converted my TV into a smart tv with many features all for a low cost. It is easy to use and the picture quality and options are good.I have marked down Alexa, as I do not use the function but for those who do, I am sure it is very good."
"Ralphy, Newcastle upon Tyne.",5.0 out of 5 stars,Love it!,Reviewed in the United Kingdom on 22 November 2020,Well I didn't expect a firestick lite to be that fast?Lighting quick to access my apps and programmes and no noticeable lag at all!No volume controls on the remote which is irrelevant for our use tbh!Got this on a black Friday deal too!Result 👍😁
Caroline Smith,5.0 out of 5 stars,Superb,Reviewed in the United Kingdom on 7 January 2021,"So much faster than my old firestick.  Voice control is brilliant, ""show me horror movies with prime"", can ask to fast forward or rewind.  It also works when not on TV firestick channel, asked it to play one of my playlists and it switched over to correct channel itself."
Ian Hen,5.0 out of 5 stars,Excellent value.,Reviewed in the United Kingdom on 14 March 2021,"The stick was very good value and was easy to set up, because I was an Amazon prime member my details were already on the stick. Information for movies and TV shows very easy to find, stick lets you pick the genre you are looking for and Alexa helps you find specific programmes easily."
Chuck,4.0 out of 5 stars,"Good value, works for me",Reviewed in the United Kingdom on 6 January 2021,"Decent product,  fair price, delivered on time. Don't use Alexa but User Interface with Remote Control simple, intuitive and responsive. Easy access to Prime content and gave my ageing Viera TV a new lease of life with the browsing capability. Good value, works for me."
Amazon Customer,1.0 out of 5 stars,Great.. when they work,Reviewed in the United Kingdom on 1 January 2021,"fast delivery easy to set up and use, but once left off for an hour or so you cant turn it back on from the remote, has to be turned off by the power supply/plug to get it to come back on tried all the usual fixes new remote batts different power suply diff tv's different ports no luck, So rang amazon and received a replacement and yep exactly the same, did bit research and seems to be quite common with no solution as of yet. Also some times apps will open but nothing will be displayed can still here sound but no picture again a restart is needed, really disappointing always had firesticks but might switch to a roku if this doesnt get resolved soon."
cwhite,5.0 out of 5 stars,Life-saver!,Reviewed in the United Kingdom on 13 January 2021,Life-saver! I hadn’t had TV for 2 years. I found the £75 fee for cable unjustifiable. On my own at Christmas because of shielding ( for 9 months by then) decided to risk buying the Fire stick. What a relegation. Just brilliant. Only downside is I want to watch TV all day instead of working from home!Did loose the sound on Christmas Eve and it took me 12 hours to realise I only needed to restart the Fire Stick.
Alexdakid,5.0 out of 5 stars,Great smart features and good value for money,Reviewed in the United Kingdom on 29 December 2020,Was brought a fire stick lite by my brother and his wife for an Christmas present and love it it runs really quick and takes seconds to set up the only thing I don’t like is the remote doesn’t have volume controls or turns my tv on or off other then that it’s amazing
NAM,1.0 out of 5 stars,"Didn’t work, had to return. Disappointing.",Reviewed in the United Kingdom on 9 March 2021,"Did not work - kept freezing while trying to set it up. I have an older firestick which works perfectly, bought this one for second tv, spent a very frustrating few hours trying to work out why it wouldn’t even complete set out, gave up on the end, returned it and bought a Roku streaming stick instead, which has been absolutely brilliant."
Nathan bath,4.0 out of 5 stars,It's great for smart devices connect with your alexa,Reviewed in the United Kingdom on 23 February 2021,I suppose it's ok but occasionally it's shuts down reboots automatically then does it again so I shut it down and everything works for a few hours then it starts again tried factory reboots and so far it hasn't done it twice just once as if it's looking for something
sarah lewis,3.0 out of 5 stars,3.5* Average,Reviewed in the United Kingdom on 1 January 2021,"I bought the alexa voice control as i had the older one without as this was on offer i thought why not but i have to say im not overly impressed some things i ask for alexa tells me she cant process that information for example i asked to show me the film bella mafia which alexa couldnt comprehend so i asked for films about women mafia bosses and it said it couldnt comprehend this has happened when trying to search several film titles varying in subject & themes greatly including xmas, Other than that its what i expected soi give it 3.5*"
Pete N,5.0 out of 5 stars,Quick to setup and easy to use,Reviewed in the United Kingdom on 9 January 2021,"Bought as a replacement for an older fire stick, and can see and feel the improvement.Quick response to turning on, searching, and the Alexa integration is intuitive with the search function working across apps to find programmes.We’ve already found ourselves using it more than the old device."
Mr R Brierley,3.0 out of 5 stars,Ok (I guess) if you have fast broadband,Reviewed in the United Kingdom on 25 December 2020,Easy to set up and use with good remote. Audio flakey tho. My download speed is about 8Mbps and audio cuts out totally every few minutes when streaming a movie or youtube so it’s useless for me. I’m back using my Humax box or PS3 for streaming as they don’t cut out.
Coypu,5.0 out of 5 stars,Very versatile,Reviewed in the United Kingdom on 14 February 2021,"My kitchen telly just had an aerial so we were only able to watch live tv. My daughter got one of these for her tv so I decided to get one for our kitchen. It is really good. We can now choose to watch catch-up, Prime, Netflix and You Tube. Very good picture as well."
martin broad,5.0 out of 5 stars,does the job,Reviewed in the United Kingdom on 8 January 2021,Bought as i did not like the interface on my smart tv and also it was on a special deal. Very easy to set up and works well including the voice recognition.Only drawback is sometimes loses network even though the wi fi is working so i have to pull out the power lead and replace.
Jengen,5.0 out of 5 stars,It connected quite easily and works well.,Reviewed in the United Kingdom on 30 January 2021,We fitted it into the HDMI socket on the back of our Sonia Bravia tv. The instructions are shown on the screen and are very clear.It recognised our hub and now streams all4 iPlayer etc. It seems to work very well although we haven’t really given Alexa a good trial yet.
Susie Brooks,1.0 out of 5 stars,WORST Firestick ever!,Reviewed in the United Kingdom on 1 February 2021,"More like a downgrade than an upgrade from the previous version - this is brilliantly named for being 'Lite' in all respects! Every time I want to use it, I have to unplug and reset it or it just crackles and says there's no signal or gives me a blank/static screen. Even when it connects, it often says 'Home is unavailable' and refuses to display any apps. I thought it must be faulty so sent it back, but the replacement does exactly the same. My TV fits all the compatibility criteria, my Wifi is good; I've spent fruitless hours chatting to tech support (rubbish). Glad I didn't throw away my old firestick - it's slow but at least it works!"
j willett,4.0 out of 5 stars,"Loads up much faster than the original one i had,",Reviewed in the United Kingdom on 3 October 2020,"Bought mainly for the Apple tv app, which my old stick did not have, signal dropped out once last night can only assume this was down to Amazon as when i checked said my connection was fine with no problems, re-started Fire -Stick which now only takes a minute or so and everything was working again."
P. Elliott,5.0 out of 5 stars,Super easy to set up and use,Reviewed in the United Kingdom on 27 November 2020,"Really like this additional to my Alexa family, so easy to set up and use and love being able to ask Alexa verbally what we want to watch and it finding it and playing it. Good apps also available for most streaming services I needed (shame NowTV isn’t available)"
Mrs Tracy Johnson,5.0 out of 5 stars,Extremely pleased and great picture.  Very easy set up,Reviewed in the United Kingdom on 30 January 2021,After using my old one for approx 8 years it finally packed up so ordered this product. Wow.. Technology come a long way since and love it especially Alexa voice control.  Brilliant picture and so easy to install. Can definately recommend. Wish I'd done it years ago.
Ray daniel,4.0 out of 5 stars,Easy to set up for a dinosaur,Reviewed in the United Kingdom on 6 December 2020,"Just bought the firestick life latest generation,I'm no geek,but found it easy to set up on my old tv,hardest part was remembering my Amazon password.The alexa part worked first time,now it don't,not sure if it's me or I'm doing something wrong,anyone know help."
carolyn m wilson,5.0 out of 5 stars,Great improvement on my 8 year old firestick,Reviewed in the United Kingdom on 10 January 2021,"Great upgrade from my original fire stick . Little or no buffering, features are easy to use . Only downside is the remote that comes with it . If it had a back light it would be better so I use a small wireless remote control keyboard the majority of the time."
TP,2.0 out of 5 stars,A few problems,Reviewed in the United Kingdom on 8 January 2021,"The picture quality etc is great however it is impossible to change the time and the remote is temperamental, having to rearrange the batteries to unfreeze it (the batteries are the ones that came with it so not drained) Also had a lot of problems using Audible library on the tv."
Megan Kane,5.0 out of 5 stars,Few downfalls but good overall,Reviewed in the United Kingdom on 13 November 2020,"Really handy to use and set up, makes it so much easier to use all of my streaming accounts. You can only use alexa when you've already scrolled into the search section of amazon prime and nowhere else which is the biggest shame. They also need to fix the bug that blocks amazon prime for working. I googled it and it seems quite a few other people had the same issue, I followed the instructions to fix it and never worked so now I have to actually click into the prime video app rather than just using the stick home screen. It is a good little gadget other than that so if they fixed that, it'd be perfect."
A Customer,1.0 out of 5 stars,problems,Reviewed in the United Kingdom on 4 February 2021,"badly manufacture hdmi port meant first one had to be replaced., biggest problem was a power cut it restarts but because wifi, the router is also rebooting, meaning the stick blacks out because it cant do a update check because it always does on powering up.Also no where as near as powerful as advertised - it couldn't run exviz cctv video stream on anything less than lowbit rate, while a chinese android box at half the price can. Maybe a bit of the processor is too low spec and the fact that it has an appalling 1mb only of ram! like a 1995 winPC!Was no use to me"
Skylar,5.0 out of 5 stars,Excellent product at good price,Reviewed in the United Kingdom on 3 January 2021,"I bought this in the sale as an upgrade to my existing old firestick, and it is a definite improvement.  The newer menu style is easier to navigate and the picture is clearer. I really wasn't that bothered about 'Alexa' tbh, but am now converted! It makes finding programmes and films so much easier."
Amazon Customer,1.0 out of 5 stars,The IT doesn't work,Reviewed in the United Kingdom on 7 February 2021,"Despite acknowledging that there is full wifi connection, it will not allow me to use the main menu. Voice instructions are completely hit and miss - mostly miss.  I ask for something simple like BBC iplayer and I get three dots going round and round. Occasionally I will ask for a programme and it will magically appear, but 9 out of 10 times - absolutely nothing.The sound has now gone. I have spent more time googling how to rectify problems than I have spent watching programmes. A complete waste of money and hugely frustrating. Arghhhhh!!!"
Simona,5.0 out of 5 stars,Very impressed so far,Reviewed in the United Kingdom on 25 February 2021,"I'm very impressed with this little device, a great addition to my home. Easy to set-up, I plugged it into my projector and the quality of the image is impressive. Moreover, I was able to connect my Bluetooth speaker for improved sound performance. I can now control the TV with both my echo dot and the fire TV controller. I'm eager to explore what else this has to offer."
Amazon Customer,5.0 out of 5 stars,Easy to install,Reviewed in the United Kingdom on 6 March 2021,"This was delivered on time, well packaged and easy to start to use. I brought this as I wanted to watch the Disney + app as soon as I had installed the firestick it was so easy to follow to add any apps that you want to add on, so I got all the apps I wanted. movie nights in now is just one click away and streaming with easy. Just what you need in the current times with covid and not being able to go out."
NanaT,5.0 out of 5 stars,Good value!,Reviewed in the United Kingdom on 11 January 2021,"Bought two sticks as Christmas gifts so I cannot comment on the voice recognition or Alexa integration aspects, unfortunately.  But I have been made aware that the picture quality was good - and the Lite version did not compromise the users’ enjoyment at all"
mdkett,5.0 out of 5 stars,Plugged in and set up easily,Reviewed in the United Kingdom on 19 January 2021,Liked the ease of set-up - a bit tedious having to register channels as they were selected but variety of films and programs compensate for this particularly as Amazon Prime member. Just needs playing with to get used to all of the functions - worth the price
Goldie29,5.0 out of 5 stars,Plug in and off to go!,Reviewed in the United Kingdom on 30 April 2021,This is an excellent gadget. Easy to set up and has a really good range of channels and access to platforms such as Netflix. It’s easy to use. The strength of your broadband/wifi will make a difference but I’ve got an average speed package and it works fine.
Amazon Customer,5.0 out of 5 stars,Does what it says it will do.,Reviewed in the United Kingdom on 29 January 2021,"It is, so far, my only Alexa product and has worked any time I have used it. I can not comment on integration.It was purchased to backup very poor TV reception but I have limited data on my broadband so it is not on all the time. When I have used it, it has performed faultlessly through this first month.Amazon get a strong rating from me."
Mark,5.0 out of 5 stars,Awesome bit of kit. Well worth a purchase,Reviewed in the United Kingdom on 23 December 2020,Such a bargain for £17.... Highly recommended the stick lite to anyone that wants to bring smart features to their TV. I use mine with Plex from my home pc as server. Works a treat. Also lots of other things you can side load as well if you can be bothered.
Annie,5.0 out of 5 stars,great improvement,Reviewed in the United Kingdom on 2 April 2021,"I'm glad I acquired a newer version of the firestick. It is a great improvment over the one that it replaced. HOWEVER, when the day comes that I am so lazy I need to give instructions to a machine rather than pressing a button, then I will stop watching and get a life!!"
Ce'anne,5.0 out of 5 stars,A must have in every home!,Reviewed in the United Kingdom on 26 November 2020,"I’ve had a now tv box for years but it became a pain to pay so much for only a few channels and seeing as I already paid for prime I thought I’d make the change to the fire stick instead. I wish I’d done this years ago! It has so many apps available to download, such as prime video, Netflix, starzplay, Amazon music, Disney+, catch-up tv and many more. I love the voice remote! It does have buttons for access but no volume or power buttons, I’m not sure if the other stick does. I will say, I love the fire stick so much I bought one for my dad and another one for my bedroom tv. Super handy to have."
Angela,5.0 out of 5 stars,Simple and easy to setup and use,Reviewed in the United Kingdom on 11 January 2021,This is a nice unit which settled in easily with my Alexa family.  Easy to set up and use. Took a little time to get used to the different menu layout to my other firestick. But is a bit more straightforward and less busy than the other menu which is a bonus.
Danielle,5.0 out of 5 stars,Transformed my TV,Reviewed in the United Kingdom on 20 February 2021,"I wasn’t sure how useful this would be when I bought it but I’m so happy with it. My TV isn’t a smart tv so this gives me access to all the apps I’m missing. It allows me to watch NowTv, Amazon Prime, Netflix, YouTube and all the on demand channels without having to buy a new TV."
Maxie,5.0 out of 5 stars,This just hide behind the TV !,Reviewed in the United Kingdom on 19 December 2020,"This little Fire stick is so affordable. Therefore, decided to have one on the kitchen TV as well. Works well with Wi-Fi, giving access to all the TV  channels I love.The picture & sound quality is top class. Got it at a good price on Black Friday.Thanks Amazon !"
Finn,5.0 out of 5 stars,Love it.,Reviewed in the United Kingdom on 3 November 2020,"I love everything about it . Easy to install and within a few mins you are good to go !So impressed, this is the 2nd I have got for my home. Lots of steaming choices which enabled me to downgrade my sky package and save me money, so they’ve  literally paid for them selves in a few months."
alexi,5.0 out of 5 stars,Cracking piece of kit,Reviewed in the United Kingdom on 19 December 2020,"If you have not got a Fire stick, get one it is a very nifty piece of kitAlthough the lite version is the cheapest it won't disappointand is a worthwhile up grade on 2nd generation Fire stickMuch faster and less buffering when streaming"
Nadine Hall,4.0 out of 5 stars,Annoyed as it was for convenience,Reviewed in the United Kingdom on 10 March 2021,My issues is I’m having problems with my device finding it unless I unplug it and plug it in again and it’s every night since I got it. Tried contacting Amazon and they were no help. I have another stick that’s a lite and no problems neither is the 4K fire stick but they’re on different TVs. The tv I’m having issues with is a sharp. LG and Sony work fine.
me myself and I,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 21 February 2021,"Fab  easy to set up and install required apps.Voice command is amusing but difficult when playing with the diff languages (as you do )  don't need to buy the USB power lead it advertises to buy with it , as the plug lead it comes with works fine for it . Also chances are  , you can use your usual TV remote to work it (some times you need  to set this up via the TV,  ours just worked right away , found out by accident hahah)  will be buying another soon"
Happy shopper,5.0 out of 5 stars,Great device,Reviewed in the United Kingdom on 10 November 2020,"Amazing device that everyone should have. This allows you to take your TV with you anywhere. Watch on your laptop or TV . Simply plug in , login to your account and download your apps. Then you have BBC Iplayer, ITV , Netflix, YouTube and many more. Perfect"
Caroline,3.0 out of 5 stars,Get plenty of batteries in stock,Reviewed in the United Kingdom on 15 March 2021,Remote eats battery life for fun and you have to really push the buttons sometimes several times in order for it to work . We have 3 so it’s not just a dodgy remote.As for the Amazon prime and Netflix programmes that we have they are great I don’t miss sky or the pricey bills !!!
gussie,5.0 out of 5 stars,"works fast , depending on source and internet speed, picture is brilliant",Reviewed in the United Kingdom on 29 January 2021,"took some time to get used to the new layout, but works brilliantly so far, dont feel any difference as using it with tv and projectors that controls not needed for , ok its two remotes or a remote and phone or tablet with fire tv app, but its working great."
ajt,5.0 out of 5 stars,Turned my 12 year old tv into a smart tv......,Reviewed in the United Kingdom on 24 February 2021,I'm a pensioner and easily worked out how to convert my old bedroom tv into a smart tv......so easy to use and have had no problems.....very pleased to be able to catch up with my programmes when my other half is watching BT sport on the downstairs tv.
TCISam,5.0 out of 5 stars,Love it,Reviewed in the United Kingdom on 27 January 2021,"Our Sony TV is 6 years old, so not SMART.  This made such a difference.  Works brilliantly with the wi-fi, and can watch everything on every streaming service.  Love the fact that it plays YouTube so clearly.  If you haven't got a smart TV this is the way to go."
L Grego,4.0 out of 5 stars,ideal,Reviewed in the United Kingdom on 25 January 2021,"We ordered this so that we could watch Netflix and Disney + on our  Samsung TV upstairs. it was easy to install after a slight hitch witch may have been my lack of tech knowledge.Easy to use, only downside is that you can't put SKY Go on it"
Andy R,5.0 out of 5 stars,Best release yet,Reviewed in the United Kingdom on 29 December 2020,Loving the lite version of the firestuck. Bought when at £17.99 so was a real no brainer. The UI is much nicer than my other devices so am hoping they will update at some point. Would buy again at the same price as replacements for the older models I own.
D C.,5.0 out of 5 stars,Good value. Good picture.,Reviewed in the United Kingdom on 2 January 2021,"Wanted this to get Apple TV, and Disney +. Plug and play dead easy. I have got prime on my 4K tv, and on Virgin Media, but the fire stick offers loads of apps. Personally I can’t see much difference between HD and 4K. The picture on this is top notch."
Joanna,5.0 out of 5 stars,Excellent little bit of kit,Reviewed in the United Kingdom on 11 December 2020,Great purchase for £19.99 usually retail at £40.Fast delivery.Easy to install/upload.Simple and easy remote to use.Definitely recommend.We ended up buying 2 ! one for our bedroom (already have one in the lounge) & one for my Dad.
Tim D.,5.0 out of 5 stars,It’s simple to use but can completely take over your viewing.,Reviewed in the United Kingdom on 1 January 2021,"Simple to setup and use, easy to integrate with my existing account.Would be 1000 times better if it could give you guide showing what’s on now, next and before from all your selected channels. No linear catch up function on ITV.Highly recommend."
Amazon Customer,1.0 out of 5 stars,Not for me.,Reviewed in the United Kingdom on 31 December 2020,I'm amazed at all the positive reviews. The Amazon fire stick reminded me of being on a flight and scrolling though the in-flight tv guide trying to find something of interest to watch - and failing! There's simply nothing on there that I'm interested in watching.  I sent it back for a refund.
Ian Guile,5.0 out of 5 stars,Fire stick Lite!,Reviewed in the United Kingdom on 19 November 2020,The alexa is brilliant and it doesn't just control the channels but also answers questions and sets timers! There are hundreds of channels and thousands of films! Overall i love this gadget and can't recommend it highly enough! F A N T A S T I C!!!!
NK,4.0 out of 5 stars,Simple installation,Reviewed in the United Kingdom on 1 March 2021,"It is easy to install the Fire TV Stick with good step by step instructions.  Once installed and set up, there are no instructions on the stick's functionality.  After using it for 2 days, the sound was no longer there, so I had to remove the stick and put it back and this seemed to do the trick."
Amazon Customer,4.0 out of 5 stars,Fire Stick Signal Lose,Reviewed in the United Kingdom on 15 January 2021,"Hi, the unit is small and compact , and easy to install and use. It does however have a problem. The fire stick frequently loses connection to the tv. This results in lose of signal, each time lasts about about 5sec, and can happen there or four times a minute. This is really annoying, it’s an intermittent fault but it’s really of putting. If I had known about this problem I would have had second thoughts about purchasing the fire stick.Regards"
mali786j,5.0 out of 5 stars,Superb TV viewing and don’t need SKY anymore!,Reviewed in the United Kingdom on 26 December 2020,Excellent and working superb. First updated and downloaded all programs using supplied power adapter. Then connected to Samsung LED TV 55” wall mounted and used the USB 2.0 port for power using a chromecast usb cable. All working perfectly. Do not need to buy Amazon £20 usb cable for direct tv power. Amazon firestick is millions time faster and better than chromecast for TV viewing of online TV channels and video contents. Simply awesome! Buy it and worth every penny!
nicola burke,5.0 out of 5 stars,so easy to set up,Reviewed in the United Kingdom on 9 February 2021,i bought this for my daughters room as there was no aerial it was so easy to set up i bought another one for the other daughters room.Now they can go and watch there own programme or the youngest plays gamesDefinatly recommend although i have heard using with alexa is good although we do not have one
paulbear,5.0 out of 5 stars,Great Little Device,Reviewed in the United Kingdom on 20 December 2020,"Bought it during the Black Friday deals so it was less than £20.  Excellent way to add media content toa stand alone computer monitor.  So now I can watch podcasts, Youtube, TV series and films from my Amazon Prime account whilst in my home office."
munisha kobia,4.0 out of 5 stars,One of my best amazon purchases!,Reviewed in the United Kingdom on 12 November 2020,"I love how affordable this is. It does everything I expected it to and so I would really recommend. I am a university student who wanted something cheap and affordable and it’s exactly that. I can watch everything on it. It also comes with an extra connecter that speeds up your wifi, so theres no wifi issues. The only downside is that it is quite small so easily gets lost and the Alexa aspect of it , isn’t really integrated as much as it seems. You won’t really require Alexa because the operationalising of the remote is quite basic anyway. But would definitely recommend for TVs."
LegendAlex,4.0 out of 5 stars,Great,Reviewed in the United Kingdom on 21 January 2021,"Where do I begin it great for watching all your shows, it has various popular streaming apps such as Netflix and Disney plus and many more you are also able to get 3rd party apps too the only reason I haven't given 5 stars is the fact that after a month of use the back cover of the remote falls off very easily and is easy to lose.  The alexa works amazingly well and even does most stuff normal alexa does"
Jenn,5.0 out of 5 stars,Second fire stick,Reviewed in the United Kingdom on 27 December 2020,I decided as we are heading into winter and lockdown to have a second firestick for upstairs TV in bedroom. I also suffer insomnia and it means I have a wide range to watch or listen to. Easy to set up and as I owned all the apps  I wanted easy to download them
Chub,5.0 out of 5 stars,Superb 👍😀,Reviewed in the United Kingdom on 9 December 2020,"My YouView box died and to get a replacement was gonna cost me a 2 year Broadband update or £160!Tried this and it's brilliant much better far than the YouView box.So, this and a year's Amazon Prime on a Black Friday deal Well Pleased."
Mr M.,5.0 out of 5 stars,It's a firestick,Reviewed in the United Kingdom on 10 October 2020,"So bottom of the range firestick, bit disappointed this one doesn't even have TV control meaning you have no option to buy the 4K version.The major disappointment with this is that the 4K tv's are all mostly smart tv's so don't possibly need one of these at all."
ROGER D.,3.0 out of 5 stars,Prefer the older version.,Reviewed in the United Kingdom on 29 January 2021,"Personally speaking, I don't like the new layout, found it hard to navigate around the new stick, preferring the older versions. The price reflects its features, sadly would not recommend, and would prefer to spend the extra and buy a 4k version."
Nick C.,1.0 out of 5 stars,Keeps dropping Wi-Fi network connection,Reviewed in the United Kingdom on 10 December 2020,"This version of the Fire TV Stick keeps dropping the Wi-Fi link when trying to connect to the 5GHz band of my BT Whole Home Wi-Fi network.  Works OK on 2.4 GHz but I can't stop it from trying the 5GHz band as well and it just disconnects when doing so.  Disaster!!!The older version of the FIre TV Stick (2nd Gen (2016-2019)) , which I also have., works just fine in being able to maintain the connection and switch as appropriate to either the 2.4 or 5 GHz bands on my home network"
Maurice Taylor,1.0 out of 5 stars,stick's probably ok (never used),Reviewed in the United Kingdom on 31 March 2021,I bought this because I needed a replacement controller and this was the same price as  a controller alone. It's rubbish - as all of the several replacement controllers I've had to buy in the past. They never last more tha a few months.  It just packed up working for no apparent reason. I tried 3 different makes of replacement batteries but it's just dead. The time for return was up until the end of Feb 2021 and now it's the end of March - so how do I get a replacement/refund Amazon?
